id,repo,Title,Description,Assigned To
5452,WptDevelopment,MRP Reports Open order action report excel issues,Generation of this report is pushing the limits of 8 Gg laptops causing render issues when complete. <br> Need to create a batch run of this daily out to report server p drive location ,JRLSLLC
5453,WptDevelopment,Check P&IC Codes,"<p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;>I was chatting with Eric this morning about the
grandfather notation. </p><p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;>; </p><p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;>Eric was wondering if the disposition portion for shop
orders could be “next new business,” like we put on customer change notices. </p><p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;>; </p><p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;>I was wondering if IT could change the following
manufactured items with character 1-“B” to: </p><p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;>; </p><p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;><b>“C” - commercial</b> </p><ul style=margin-bottom:0in;margin-top:0in;>
 <li style=margin:0in 0in 0in 0.5in;font-size:11pt;font-family:Calibri, sans-serif;margin-left:0in;><span style=>A13
     - HOLOGIC</span> </li>
 <li style=margin:0in 0in 0in 0.5in;font-size:11pt;font-family:Calibri, sans-serif;margin-left:0in;><span style=>A60
     - INGERSOLL RAND</span> </li>
 <li style=margin:0in 0in 0in 0.5in;font-size:11pt;font-family:Calibri, sans-serif;margin-left:0in;><span style=>A65
     - SEVERN TRENT / DENORA</span> </li>
 <li style=margin:0in 0in 0in 0.5in;font-size:11pt;font-family:Calibri, sans-serif;margin-left:0in;><span style=>A81
     - BECKMAN COULTER</span> </li>
 <li style=margin:0in 0in 0in 0.5in;font-size:11pt;font-family:Calibri, sans-serif;margin-left:0in;><span style=>ABB
     - ABB</span> </li>
 <li style=margin:0in 0in 0in 0.5in;font-size:11pt;font-family:Calibri, sans-serif;margin-left:0in;><span style=>B11
     - MACK MEDICAL;; </span> </li>
 <li style=margin:0in 0in 0in 0.5in;font-size:11pt;font-family:Calibri, sans-serif;margin-left:0in;><span style=>B15
     - IVY BIOMEDICAL</span> </li>
 <li style=margin:0in 0in 0in 0.5in;font-size:11pt;font-family:Calibri, sans-serif;margin-left:0in;><span style=>B19
     - HOLOGIC MARLBOR</span> </li>
 <li style=margin:0in 0in 0in 0.5in;font-size:11pt;font-family:Calibri, sans-serif;margin-left:0in;><span style=>B20
     - HOLOGIC FLEXTRONICS;;; </span> </li>
 <li style=margin:0in 0in 0in 0.5in;font-size:11pt;font-family:Calibri, sans-serif;margin-left:0in;><span style=>B21
     - HOLOGIC LORAD BLDG2;;; </span> </li>
 <li style=margin:0in 0in 0in 0.5in;font-size:11pt;font-family:Calibri, sans-serif;margin-left:0in;><span style=>B42
     - B BRAUN</span> </li>
 <li style=margin:0in 0in 0in 0.5in;font-size:11pt;font-family:Calibri, sans-serif;margin-left:0in;><span style=>B55
     - RENO SUB SYSTEM</span> </li>
 <li style=margin:0in 0in 0in 0.5in;font-size:11pt;font-family:Calibri, sans-serif;margin-left:0in;><span style=>B61
     – INFICON BLDG 2</span> </li>
 <li style=margin:0in 0in 0in 0.5in;font-size:11pt;font-family:Calibri, sans-serif;margin-left:0in;><span style=>B68
     - HOLOGIC ;;;;;</span> </li>
 <li style=margin:0in 0in 0in 0.5in;font-size:11pt;font-family:Calibri, sans-serif;margin-left:0in;><span style=>MMR
     - MICRO MOD ROCH</span> </li> </ul><p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;>; </p><p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;><b>“M” - military</b> </p><ul style=margin-bottom:0in;margin-top:0in;>
 <li style=margin:0in 0in 0in 0.5in;font-size:11pt;font-family:Calibri, sans-serif;margin-left:0in;><span style=>B45
     – ASTRONAUTICS</span> </li> </ul><p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;>; </p><p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;>We could also make a note of this for Arena since there
is already a plan in place for the component P&amp;IC code update. </p><p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;>; </p><p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;>Thoughts? </p><br> ",JRLSLLC
5454,WptDevelopment,MiscShipper Crash,"Crash when inserting lines. <br> <a href=https://servicedesk.spartronics.com/WorkOrder.do?woMode=viewWO&amp;woID=7495&amp;PORTALID=1>#7495, MSA shipper not working (spartronics.com)</a><br> ",JRLSLLC
5455,WptDevelopment,Fix PrimusFramework daily build,,JRLSLLC
5456,WptDevelopment,Misc Shipper lookup broken,Misc shipper lookup broken <br> ticket 6030. ,JRLSLLC
5457,WptDevelopment,ShopFloorPacket Router not showing tool barcode,,JRLSLLC
5458,WptDevelopment, #6830 production monitor,"<span style=color:rgb(226, 226, 226);font-family:Roboto, Arial;font-size:13px;background-color:rgb(18, 18, 18);display:inline !important;>The assembly numbers beginning with &quot;F&quot; do not report any information in the panelization report in the production monitor.</span><br> <span style=color:rgb(226, 226, 226);font-family:Roboto, Arial;font-size:13px;background-color:rgb(18, 18, 18);display:inline !important;><br></span> <span style=color:rgb(226, 226, 226);font-family:Roboto, Arial;font-size:13px;background-color:rgb(18, 18, 18);display:inline !important;><a href=https://servicedesk.spartronics.com/WorkOrder.do?woMode=viewWO&amp;woID=6830&amp;PORTALID=1>https://servicedesk.spartronics.com/WorkOrder.do?woMode=viewWO&amp;woID=6830&amp;PORTALID=1</a><br></span> ",JRLSLLC
5459,WptDevelopment,Yearly Adjustments,,JRLSLLC
5460,WptDevelopment,WIP Shortage at Note,"<img src=https://dev.azure.com/Spartronics/3443de4c-1aaa-4691-992c-635407dd729c/_apis/wit/attachments/b95eedbd-d3d6-44cb-b5f7-4885b5638dd0?fileName=image.png alt=Image><br> <br> User story: As shop floor worker; I would like to;<span style=color:rgba(0, 0, 0, 0.9);display:inline !important;>add hold notes in; the shortages buckets, so that I can have that note show up on a report.</span> <span style=color:rgba(0, 0, 0, 0.9);display:inline !important;><br></span> <span style=color:rgba(0, 0, 0, 0.9);display:inline !important;>Additional information:</span> <span style=color:rgba(0, 0, 0, 0.9);display:inline !important;><div style=box-sizing:border-box;margin:0px;><i>that way we can put information into it about the shortages also... like why we need replacement material (rework, purge, lost SMT material... )and window sheet numbers and then we would have a place for information as to when the shortage is going to clear... whether is resolution of a purge or something else;<span style=font-weight:inherit;>that way we would have component, reason and action for all the shortage buckets</span></i> <div style=box-sizing:border-box;margin:0px;><span style=font-weight:inherit;><br></span> <div style=box-sizing:border-box;margin:0px;><span style=font-weight:inherit;><span style=display:inline !important;>New requirement:</span><br></span> <div style=box-sizing:border-box;margin:0px;><span style=font-weight:inherit;><u>also can you have component only show for the shortage buckets... its confusing as to why a component is showing for something that is in CUST HOLD - new requirement</u></span><br> <br></span> ",JRLSLLC
5461,WptDevelopment,Standard Labor hours update,"<p style=margin-right:0in;margin-left:0in;font-size:11pt;font-family:Calibri, sans-serif;>We would like to be able to do a 1 time mass change to all routers changing
the Std labor hrs/Oper from 0.000000 to 0.000001 </p><br> ",JRLSLLC
5462,WptDevelopment,Migrate from End User to Production folders,,JRLSLLC
5463,WptDevelopment,VB6 Conversions,,JRLSLLC
5464,WptDevelopment,Consignment on Company report card,Please add CC number to company report card and excess reports. ,JRLSLLC
5465,WptDevelopment,Ticket 6771: PickList,"<span style=color:rgb(226, 226, 226);font-family:Roboto, Arial;font-size:13px;background-color:rgb(18, 18, 18);display:inline !important;>Her Zebra printer will not give her a label for s\o 7016U operation 160 part# A57664. It is telling her it is a software issue.</span> <br> <a href=https://servicedesk.spartronics.com/WorkOrder.do?woMode=viewWO&amp;woID=6771&amp;PORTALID=1>https://servicedesk.spartronics.com/WorkOrder.do?woMode=viewWO&amp;woID=6771&amp;PORTALID=1</a><br> ",JRLSLLC
5466,WptDevelopment,Ticket 6647: Serial number format for hp lookup,<a href=https://servicedesk.spartronics.com/WorkOrder.do?woMode=viewWO&amp;woID=6647&amp;PORTALID=1>https://servicedesk.spartronics.com/WorkOrder.do?woMode=viewWO&amp;woID=6647&amp;PORTALID=1</a><br> ,JRLSLLC
5467,WptDevelopment,Ticket 6800: Fix FA Flag on routers,Fix missing FA flag on routers <br> <a href=https://servicedesk.spartronics.com/WorkOrder.do?woMode=viewWO&amp;woID=6800>https://servicedesk.spartronics.com/WorkOrder.do?woMode=viewWO&amp;woID=6800</a><br> ,JRLSLLC
5468,WptDevelopment,adjustments to shop order pivot,,JRLSLLC
5469,WptDevelopment,Ticket 6786:Cant print a router for an upcoming shop order,"<span style=color:rgb(226, 226, 226);font-family:Roboto, Arial;font-size:13px;background-color:rgb(18, 18, 18);display:inline !important;>Shop Floor Packet Router 2.0.7</span><br><span style=color:rgb(226, 226, 226);font-family:Roboto, Arial;font-size:13px;background-color:rgb(18, 18, 18);display:inline !important;>Cannot generate the router to print. Screen shot sent to show the error for shop order 7262H.</span><br> <br> <a href=https://servicedesk.spartronics.com/WorkOrder.do?woMode=viewWO&amp;woID=6786&amp;PORTALID=1>https://servicedesk.spartronics.com/WorkOrder.do?woMode=viewWO&amp;woID=6786&amp;PORTALID=1</a><br> ",JRLSLLC
5470,WptDevelopment,Tiekct 6740,"<span style=color:rgb(226, 226, 226);font-family:Roboto, Arial;font-size:13px;background-color:rgb(18, 18, 18);display:inline !important;>When you run a WIP report it looks like it runs but you never actually get the excel file</span><br> <span style=color:rgb(226, 226, 226);font-family:Roboto, Arial;font-size:13px;background-color:rgb(18, 18, 18);display:inline !important;><br></span> <span style=color:rgb(226, 226, 226);font-family:Roboto, Arial;font-size:13px;background-color:rgb(18, 18, 18);display:inline !important;><a href=https://servicedesk.spartronics.com/WorkOrder.do?woMode=viewWO&amp;woID=6740>https://servicedesk.spartronics.com/WorkOrder.do?woMode=viewWO&amp;woID=6740</a><br></span>  ",JRLSLLC
5471,WptDevelopment,Production control system where at copy paste,Development request: allow control C and control P to work when using where at in WIP system. ,JRLSLLC
5472,WptDevelopment,Document Macola Validations,,JRLSLLC
5473,WptDevelopment,Component Validator does not like description,"<span style=color:rgb(226, 226, 226);font-family:Roboto, Arial;font-size:13px;background-color:rgb(18, 18, 18);display:inline !important;>Component Validator throws unhandled exception when entering a part number. All computers.</span><br> <br> <a href=https://servicedesk.spartronics.com/WorkOrder.do?woMode=viewWO&amp;woID=6609&amp;PORTALID=1>(1) #6609, Component Validator (spartronics.com)</a><br> ",JRLSLLC
5474,WptDevelopment,RII Traveler - Fast track ,"<p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;><p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;>User Story: </p><p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;>When we tried to do a quick inspection before on the
bottom area on the traveler it said FASTTRACK in bold.; Not sure if
you could do something like that just so we can identify these parts quickly. </p><p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;><br> </p><p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;>Background: </p><p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;>We have updated 8k Arrow parts to skip RII and go Dock to stock.; Users would like a flag to indicate the DTS parts. </p><p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;><br> </p><p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;>Development Request: </p><p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;>Research FASTTRACK.; Provide visual on RII Traveler for DTS. </p><p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;>; </p> </p><p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;><b>;</b> </p><br> ",JRLSLLC
5475,WptDevelopment,Shop Floor Times - WIP Production log,"User story:<br>As a production controller, I need to collect actual production times, so that I can report and compare actual vs standard times. This is in support new company wide metric for earned hours. <br> Development request: Create an application to collect this information and make it easy and fast for the floor to use. <br> <b>Person</b> <b>Shop Order</b> <b>Operation</b> <b>Qty</b> <b>Time</b> <b>Visual Aid (if you have it)</b> <br> Create a report to view this transactional data. <br> <br> ",JRLSLLC
5476,WptDevelopment,ShopFloorPacketRouter not handling arena SO#,"Was not parsing a number from... <br> ticket 6376 <br> <a href=https://servicedesk.spartronics.com/WorkOrder.do?woMode=viewWO&amp;woID=6376&amp;PORTALID=1 target=_blank rel=noopener noreferrer style=box-sizing:border-box;cursor:pointer;background-color:rgb(32, 31, 30);>(2) #6376, Re: Ticket 6166 - Re: Ticket 6166 - Re: Ticket 6166 - Re: Ticket 6138 - 7213E1 (spartronics.com)</a><br> ",JRLSLLC
5477,WptDevelopment,OnHandAVL Fix,"From Michael McDade <br> <span>Can you remove the DM/MRB stock from the INV LOCS (Col D)? We need to have two columns for reporting stock: 1. RII/CFM/SR stock &amp; 2. DM/MRB stock <br></span><br> <span>The DM/MRB stock will help us accurately report to the customers. Without the separation, the report shows that parts are &quot;good to go&quot; when they arent, and so far, it has caused some issues with the report. I have attached a sample screenshot if its possible to split.</span><br> <span><br></span> <span><a href=https://servicedesk.spartronics.com/WorkOrder.do?woMode=viewWO&amp;woID=6022>(3) #6022, Dev Request - OnHandAVL (spartronics.com)</a><br></span> ",JRLSLLC
5478,WptDevelopment,DMR Fix Page / Email crash,<a href=https://support.primus-tech.com/helpdesk/WebObjects/Helpdesk.woa/wa/TicketActions/view?ticket=17986>https://support.primus-tech.com/helpdesk/WebObjects/Helpdesk.woa/wa/TicketActions/view?ticket=17986</a><br> ,JRLSLLC
5479,WptDevelopment,Ticket 17981: Misc shipper throwing error during for missing item,,JRLSLLC
5480,WptDevelopment,Shop order dates,"User story: As a production controller, I need the dates exported from the PAST DUE report, so that I can build a schedule for a work center prioritization. <br> Development request. Build report that will export: Shop Order Item number Oper Number Oper code Description Operation due date <br> operations across the top shop orders left side Date in cell <br> 7056AJ1 <br> <br> <br> <br> <br> ",JRLSLLC
5481,WptDevelopment,Fix MRP Crash for null,"MRP was crashing with null error dialog, causing reqs not to finish. ",JRLSLLC
5482,WptDevelopment,PickList Formatting errors,"<div style=box-sizing:border-box;font-family:Roboto, Arial;font-size:13px;>From Shana Payne, Chirs Scrimsaw is Stakeholder. <div style=box-sizing:border-box;font-family:Roboto, Arial;font-size:13px;><br> <div style=box-sizing:border-box;font-family:Roboto, Arial;font-size:13px;>We are having trouble printing this kit out due to two zeros before the shop order. Can you please help us with this matter?  <br> <a href=https://servicedesk.spartronics.com/WorkOrder.do?woMode=viewWO&amp;woID=6138>https://servicedesk.spartronics.com/WorkOrder.do?woMode=viewWO&amp;woID=6138</a><br> <a href=https://servicedesk.spartronics.com/WorkOrder.do?woMode=viewWO&amp;woID=6166>https://servicedesk.spartronics.com/WorkOrder.do?woMode=viewWO&amp;woID=6166</a><br> ",JRLSLLC
5483,WptDevelopment,Counts not matching in house stores,<span>AMI counts are not matching what Macola shows.<br></span><br> <span>One example: AC14212 AMI shows 55 in Macola. They are saying they have zero.</span><br> <span><br></span> <span><a href=https://servicedesk.spartronics.com/WorkOrder.do?woMode=viewWO&amp;woID=6296>https://servicedesk.spartronics.com/WorkOrder.do?woMode=viewWO&amp;woID=6296</a><br></span> <span><br></span> ,JRLSLLC
5484,WptDevelopment,FG Report is not picking up all items in FG,"<div style=box-sizing:border-box;font-family:Roboto, Arial;font-size:13px;>FG report is not listing all assemblies in FG; for example we have 116 of the AB03177 in stock; but it is not showing on the FG report:<br style=box-sizing:border-box;> <div style=box-sizing:border-box;font-family:Roboto, Arial;font-size:13px;><img src=https://servicedesk.spartronics.com/inlineimages/WorkOrder/5974/dcfee2145ae24faea69a9d9ceebb6ff8.png width=400 height=348 style=box-sizing:border-box;outline:none;vertical-align:middle !important;color:rgb(0, 0, 0) !important;padding-left:5px !important;display:inline-block;overflow:hidden;text-overflow:ellipsis;max-width:100%;> <div style=box-sizing:border-box;font-family:Roboto, Arial;font-size:13px;><br> <div style=box-sizing:border-box;font-family:Roboto, Arial;font-size:13px;><a href=https://servicedesk.spartronics.com/WorkOrder.do?woMode=viewWO&amp;woID=5974>https://servicedesk.spartronics.com/WorkOrder.do?woMode=viewWO&amp;woID=5974</a><br> <br> ",JRLSLLC
5485,WptDevelopment,ASTRONAUTICS BOX BUILD,"<table width=100% style=color:rgb(0, 0, 0);font-family:&quot;Lucida Grande&quot;, Arial, Helvetica, sans-serif;font-size:11px;background-color:rgb(255, 255, 255);><tbody><tr><td align=right width=50> </td><td>NEED SOFTWARE DEVELOPED FOR ASTRONAUTICS BOX BUILD. ;UPPER LEVEL IS A07115 WHICH HAS A SERIAL # ATTACHED, THEN THERE ARE 2 SUB-ASSEMBLIES IN SIDE THE BOX BUILD WHICH ALSO HAVE SERIAL #S ATTACHED WHAT I WOULD LIKE TO DO IS TRACK ALL SERIAL #S WITH EACH BOX BUILD. THE 2 SUB-ASSEMBLIES ARE A07116 AND A07117 FIRST ON THE GOES IN IS THE A07116 THEN A07117. ;YOU CAN USE THE AB03088 ASSEMBLY AS A GUILD ON HOW TO SET UP THE ASTRONAUTICS BOARD  </td><td align=right width=50> </td></tr></tbody></table> -- Bruce Britton <br> ",JRLSLLC
5486,WptDevelopment,Add Box Build customer - Primus framework,We have a Proposed customer that the company would like to track serials for in a box build. Box Builder application needs updated to the latest Primus Framework version. ,JRLSLLC
5487,WptDevelopment,Fix Defect Edits,The edit defect button did not work due to earlier refactoring. ,JRLSLLC
5488,WptDevelopment,Condor machines should only upload DRC data.,SFTP is used to upload DRC data. It appears that all data is being uploaded from Condor. ,JRLSLLC
5489,WptDevelopment,Fix OIB due to siemensgold change,,JRLSLLC
5490,WptDevelopment,Upload Standards updater,"<table width=642 style=border-collapse:collapse;width:483pt;>

 <colgroup><col width=144 style=width:108pt;>
 <col width=61 span=5 style=width:46pt;>
 <col width=101 style=width:76pt;>
 <col width=92 style=width:69pt;>
 </colgroup><tbody><tr height=20 style=height:15.0pt;>
  <td colspan=8 rowspan=6 height=228 width=642 style=padding-top:1px;padding-right:1px;padding-left:1px;color:black;font-size:11pt;font-family:Calibri, sans-serif;vertical-align:bottom;border:none;color:rgb(0, 176, 80);font-weight:700;font-family:Arial, sans-serif;text-align:left;vertical-align:top;border-top:1pt solid black;border-right:none;border-bottom:none;border-left:1pt solid black;background:rgb(231, 230, 230);border:1px solid rgb(212, 212, 212);border-right:1.0pt solid black;border-bottom:1.0pt solid black;height:171.0pt;width:483pt;>The process to update standards in Macola is too cumbersome to initiate mass changes
  needed to align standard costs with quoted costs.<span style=>;;; <br></span>Report to replace:<span style=>;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
  <br></span>In Macola, open SC: Cost Master (Standard Costing -&gt; Maintain -&gt;
  Cost Master), open SC: Cost Build Up (Standard Costing -&gt; Processes -&gt;
  Cost Build-up) (click OK when it opens) &amp; open SC: Roll Select Cost
  Master (Standard Costing -&gt; Processes -&gt; Current to Standard Roll -&gt;
  Roll Select Cost Master)<br>
    In SC: Cost Master<br>
    •	Enter Part number<br>
    •	Tab 2 times to the “Matl” box<br>
    •	Type in new cost <br>
    •	Hit Enter and it will reset you to enter the next part number to update </td>
 </tr>
 <tr height=20 style=height:15.0pt;>
 </tr>
 <tr height=20 style=height:15.0pt;>
 </tr>
 <tr height=20 style=height:15.0pt;>
 </tr>
 <tr height=20 style=height:15.0pt;>
 </tr>
 <tr height=128 style=height:96.0pt;>
 </tr></tbody></table><br> ",JRLSLLC
5491,WptDevelopment,Fix Digikey email,<span>; ; I see this is still going to Annamae at Digikey. Our new contact there is Tabitha Johnson at Tabitha.johnson@digikey.com; ; ; ; ; ; ;</span><span style=>Could you please update this. The vendor contact info has been updated for a while.</span> Thank you<br> Jen <br> <span></span><br> ,JRLSLLC
5492,WptDevelopment,Fix Assistant SPI for Arena Assemblies,From Josh McLaughlin <br> SPI is needing updated to reflect the new naming convention for factory logic. ,JRLSLLC
5493,WptDevelopment,Fix Validator for FLX,"<div style=box-sizing:border-box;>From Josh McLaughlin <div style=box-sizing:border-box;><br style=box-sizing:border-box;> <div style=box-sizing:border-box;>SPI is needing updated to reflect the new naming convention for factory logic. <div style=box-sizing:border-box;><br> <div style=box-sizing:border-box;><a href=https://servicedesk.spartronics.com/WorkOrder.do?woMode=viewWO&amp;woID=5119>#5119, FactoryLogix xlinks (spartronics.com)</a><br> <br> ",JRLSLLC
5494,WptDevelopment,Fix Shift Maintenance due to bad filename,,JRLSLLC
5495,WptDevelopment,DmrSystem - Remove old employee from flat files,"<span style=font-family:Roboto, Arial;font-size:13px;display:inline !important;>From Debrah Covey</span> <span style=font-family:Roboto, Arial;font-size:13px;display:inline !important;>Can you please take Randy Hill and Fred Bentelspacher off the distribution list for the monthly Vendor Score Card email blast?</span><br> <br> <a href=https://servicedesk.spartronics.com/WorkOrder.do?woMode=viewWO&amp;woID=5863>#5863, Vendor Score Card email distribution (spartronics.com)</a><br> ",JRLSLLC
5496,WptDevelopment,Fix Production Monitor not liking new numbers,Production monitor giving error when trying to start for duplicate entry <br> <a href=https://servicedesk.spartronics.com/WorkOrder.do?woMode=viewWO&amp;woID=5892>https://servicedesk.spartronics.com/WorkOrder.do?woMode=viewWO&amp;woID=5892</a><br> ,JRLSLLC
5497,WptDevelopment,Omega monitor sensor,Add a monitor to ip 10.10.3.29. This is similar to humidity sensor. Thus far they are only asking for uptime (ping) monitor. ,JRLSLLC
5498,WptDevelopment,Fix Andy Young clock code login,"<div style=box-sizing:border-box;font-family:Roboto, Arial;font-size:13px;>Please include the name of the software you are having an issue with and the PC name having the issue.<br style=box-sizing:border-box;> <div style=box-sizing:border-box;font-family:Roboto, Arial;font-size:13px;><br style=box-sizing:border-box;> <div style=box-sizing:border-box;font-family:Roboto, Arial;font-size:13px;>Serial Cert Shop Order Override on AYOUNG-LAP <div style=box-sizing:border-box;font-family:Roboto, Arial;font-size:13px;><br style=box-sizing:border-box;> <div style=box-sizing:border-box;font-family:Roboto, Arial;font-size:13px;>Provide a description of what is wrong or unwanted behavior.;;<br style=box-sizing:border-box;> <div style=box-sizing:border-box;font-family:Roboto, Arial;font-size:13px;><br style=box-sizing:border-box;> <div style=box-sizing:border-box;font-family:Roboto, Arial;font-size:13px;>When I log into it with my clock number, I get a message of engineers only. I need access to it.; <br> <br> <a href=https://servicedesk.spartronics.com/WorkOrder.do?woMode=viewWO&amp;woID=5367>(3) #5367, Serial Cert Shop Order Override (spartronics.com)</a><br> ",JRLSLLC
5499,WptDevelopment,OnHandAVL add note column,"User story: As a planner, we would like one repository for information.; We would like to place notes in one place and have it show up on our many different reports. Starting with OnHandAVL which feeds into the LOB report. <br> As a buyer I would like sub assemblies and altered parts to also show up. <br> Background information: Takes time to populate notes.;; We can put this information in pin notes in Macola.;; Same as AtRiskMacro report.;; <br> Development request: Add column to OnHandAVL report for pin note from Macola. The note will be the most recently added note with the &quot;RISK&quot; note at the top of the pin note. Change report to include manufactured parts. ",JRLSLLC
5500,WptDevelopment,Remove Handbook link for PQCS,"From Melinda Fryer <br> Can you remove this hand book on six sigma it is outdated and not the one we use.<br> <br> <a href=https://servicedesk.spartronics.com/WorkOrder.do?woMode=viewWO&amp;woID=5636>(1) #5636, remove hand book (spartronics.com)</a><br> ",JRLSLLC
5501,WptDevelopment,Fix Condor assy check,,JRLSLLC
5502,WptDevelopment,DenyList RMA in PQCS,"<p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;background:white;><i><span style=font-size:10.0pt;font-family:Roboto;color:black;>We just had a problem with a RMA for a specific
product that got a part it shouldn’t have gotten, due to a Corrective Action
from a Customer SCAR and it used a part wrongly.</span></i> </p><p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;background:white;><i><span style=font-size:10.0pt;font-family:Roboto;color:black;>I am wondering if you can lock out specific
products in the FDTN system, that will not allow a product to even be entered
into our RMA process.</span></i> </p><p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;background:white;><i><span style=font-size:10.0pt;font-family:Roboto;color:black;>For this case this part, 424201-</span></i><b><i><span style=font-size:10.0pt;font-family:Roboto;color:red;>802</span></i></b><i><span style=font-size:10.0pt;font-family:Roboto;color:black;>-70 can not be RMA’ed
anymore and we shut down the Production of this same part. Now, we can only
make, 424201-</span></i><b><i><span style=font-size:10.0pt;font-family:Roboto;color:#0000CC;>803</span></i></b><i><span style=font-size:10.0pt;font-family:Roboto;color:black;>-70.</span></i> </p><p style=margin:0in;font-size:11pt;font-family:Calibri, sans-serif;background:white;><i><span style=font-size:10.0pt;font-family:Roboto;color:black;>Does the FDTN provide a lock out? Or can this
“802” part just be removed?</span></i> </p><br> ",JRLSLLC
5503,WptDevelopment,Fix Paylocity employee id change,,JRLSLLC
